collection,slug,url,category,suggestedRisk,declaredYmylRisk,returnsDoseOrTreatment,personalizedRecommendation,hasProfessionalReviewer,currentlyIndexable,currentlyRestricted,matchedTerms,reasons,recommendedAction
calcs,calculadora-vacunas-obligatorias-destino-viaje,/calculadora-vacunas-obligatorias-destino-viaje,viajes,medium,low,false,false,false,true,false,"dosis; tratamiento","Dosis/medicación: dosis; Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""viajes"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-vacunas-perro-calendario-cachorro,/calculadora-vacunas-perro-calendario-cachorro,mascotas,medium,low,false,false,false,true,false,"dosis; sintomas","Dosis/medicación: dosis; Señales clínicas: sintomas; Dosis/medicación veterinaria (categoría mascotas); Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-valuacion-startup-metodo-berkus,/calculadora-valuacion-startup-metodo-berkus,negocios,medium,low,false,false,false,true,false,diagnostico,"Tratamiento/retorno deportivo: diagnostico; Fuera de contexto de salud (categoría ""negocios"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-visa-china-turista-costo,/calculadora-visa-china-turista-costo,viajes,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""viajes"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-volumen-semanal-hipertrofia-musculo-series,/calculadora-volumen-semanal-hipertrofia-musculo-series,salud,medium,low,false,false,false,true,false,"dosis; sintomas","Dosis/medicación: dosis; Señales clínicas: sintomas; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-volumen-superficie-esfera-radio,/calculadora-volumen-superficie-esfera-radio,matematica,medium,low,false,false,false,true,false,gotas,"Dosis/medicación: gotas; Fuera de contexto de salud (categoría ""matematica"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-wifi-canal-optimo-24-5-ghz,/calculadora-wifi-canal-optimo-24-5-ghz,tecnologia,medium,low,false,false,false,true,false,diagnostico,"Tratamiento/retorno deportivo: diagnostico; Fuera de contexto de salud (categoría ""tecnologia"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-yeso-cielorraso-placas-m2,/calculadora-yeso-cielorraso-placas-m2,construccion,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""construccion"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-zapata-corrida-m3-hormigon,/calculadora-zapata-corrida-m3-hormigon,construccion,medium,low,false,false,false,true,false,dosificacion,"Dosis/medicación: dosificacion; Fuera de contexto de salud (categoría ""construccion"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-zocalo-metros-lineal,/calculadora-zocalo-metros-lineal,construccion,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""construccion"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-pt,chocolate-bombons-caseiro-receita,/pt/chocolate-bombons-caseiro-receita,cocina,medium,low,false,false,false,true,false,gotas,"Dosis/medicación: gotas; Fuera de contexto de salud (categoría ""cocina"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-pt,conversao-cups-gramas-farinha-acucar-oleo,/pt/conversao-cups-gramas-farinha-acucar-oleo,cocina,medium,low,false,false,false,true,false,gotas,"Dosis/medicación: gotas; Fuera de contexto de salud (categoría ""cocina"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-en,conversion-ppm-mg-l-quimica-agua,/en/conversion-ppm-mg-l-quimica-agua,matematica,medium,low,false,false,false,true,false,mg/kg,"Dosis/medicación: mg/kg; Fuera de contexto de salud (categoría ""matematica"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-pt,conversor-idade-cachorro-gato-humana,/pt/conversor-idade-cachorro-gato-humana,mascotas,medium,low,false,false,false,true,false,creatinina,"Señales clínicas: creatinina; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,conversor-unidades-longitud-peso-volumen-temperatura,/conversor-unidades-longitud-peso-volumen-temperatura,vida,medium,low,false,false,false,true,false,miligramos,"Dosis/medicación: miligramos; Fuera de contexto de salud (categoría ""vida"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-en,daily-caffeine-safe-maximum-cups,/en/daily-caffeine-safe-maximum-cups,salud,medium,low,false,false,false,true,false,mg/kg,"Dosis/medicación: mg/kg; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-en,daily-sodium-intake-mg-hypertension,/en/daily-sodium-intake-mg-hypertension,salud,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-en,daily-water-intake-by-weight-calculator,/en/daily-water-intake-by-weight-calculator,salud,medium,low,false,false,false,true,false,"mg/kg; ml/kg","Dosis/medicación: mg/kg, ml/kg; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-pt,dash-sodio-diario-tabela,/pt/dash-sodio-diario-tabela,salud,medium,low,false,false,false,true,false,magnesio,Sólo mención en el cuerpo (posible falso positivo),"REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-py,descuento-ips-9-salario,/py/descuento-ips-9-salario,finanzas,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-en,embryo-implantation,/en/embryo-implantation,salud,medium,low,false,false,false,true,false,sintomas,"Señales clínicas: sintomas; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-en,estrogen-progesterone-cycle-phases,/en/estrogen-progesterone-cycle-phases,salud,medium,low,false,false,false,true,false,sintomas,"Señales clínicas: sintomas; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-en,fertilizante-npk-dosis,/en/fertilizante-npk-dosis,jardineria,medium,low,false,false,false,true,false,dosis,"Dosis/medicación: dosis; Fuera de contexto de salud (categoría ""jardineria"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-pt,furao-dieta-proteina-animal,/pt/furao-dieta-proteina-animal,mascotas,medium,low,false,false,false,true,false,"insulina; diagnostico","Dosis/medicación: insulina; Tratamiento/retorno deportivo: diagnostico; Dosis/medicación veterinaria (categoría mascotas); Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-en,gestational-age-calculator,/en/gestational-age-calculator,salud,medium,low,false,false,false,true,false,sintomas,"Señales clínicas: sintomas; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-en,ground-coffee-per-cup-brewing-method,/en/ground-coffee-per-cup-brewing-method,cocina,medium,low,false,false,false,true,false,dosis,"Dosis/medicación: dosis; Fuera de contexto de salud (categoría ""cocina"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-en,hydration-exercise-ml,/en/hydration-exercise-ml,deportes,medium,low,false,false,false,true,false,"mg/kg; ml/kg","Dosis/medicación: mg/kg, ml/kg; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-en,hydration-hot-climate-daily-activity,/en/hydration-hot-climate-daily-activity,salud,medium,low,false,false,false,true,false,ml/kg,"Dosis/medicación: ml/kg; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-en,ideal-weight-lorentz-devine-formula,/en/ideal-weight-lorentz-devine-formula,salud,medium,low,false,false,false,true,false,ml/kg,"Dosis/medicación: ml/kg; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-pt,irpf-deducao-saude-sem-limite,/pt/irpf-deducao-saude-sem-limite,impuestos,medium,low,false,false,false,true,false,medicamento,Sólo mención en el cuerpo (posible falso positivo),"REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-en,kilos-to-pounds-converter,/en/kilos-to-pounds-converter,matematica,medium,low,false,false,false,true,false,mg/kg,"Dosis/medicación: mg/kg; Fuera de contexto de salud (categoría ""matematica"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-uy,liquidacion-final-uruguay,/uy/liquidacion-final-uruguay,finanzas,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-en,macros-mediterranea,/en/macros-mediterranea,salud,medium,low,false,false,false,true,false,mg/kg,"Dosis/medicación: mg/kg; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-en,marathon-pace-goal-time-split-kilometer,/en/marathon-pace-goal-time-split-kilometer,deportes,medium,low,false,false,false,true,false,ml/kg,"Dosis/medicación: ml/kg; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-pt,moles-massa-formula-molecular,/pt/moles-massa-formula-molecular,ciencia,medium,low,false,false,false,true,false,paracetamol,"Dosis/medicación: paracetamol; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-en,pace-objetivo-maraton-tiempo,/en/pace-objetivo-maraton-tiempo,deportes,medium,low,false,false,false,true,false,ml/kg,"Dosis/medicación: ml/kg; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-en,page-load-time-core-web-vitals,/en/page-load-time-core-web-vitals,tecnologia,medium,low,false,false,false,true,false,diagnostico,"Tratamiento/retorno deportivo: diagnostico; Fuera de contexto de salud (categoría ""tecnologia"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-en,perimeter-enclosure-brick-cost,/en/perimeter-enclosure-brick-cost,construccion,medium,low,false,false,false,true,false,dosificacion,"Dosis/medicación: dosificacion; Fuera de contexto de salud (categoría ""construccion"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-en,pilates-reformer-frequency-weekly,/en/pilates-reformer-frequency-weekly,salud,medium,low,false,false,false,true,false,lesion,"Señales clínicas: lesion; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-en,ping-latency-distance,/en/ping-latency-distance,entretenimiento,medium,low,false,false,false,true,false,diagnostico,"Tratamiento/retorno deportivo: diagnostico; Fuera de contexto de salud (categoría ""entretenimiento"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-pt,podcasts-aprender-idioma-minutos-dia,/pt/podcasts-aprender-idioma-minutos-dia,idiomas,medium,low,false,false,false,true,false,dosis,"Dosis/medicación: dosis; Fuera de contexto de salud (categoría ""idiomas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-en,podcasts-learn-language-daily-minutes,/en/podcasts-learn-language-daily-minutes,idiomas,medium,low,false,false,false,true,false,dosis,"Dosis/medicación: dosis; Fuera de contexto de salud (categoría ""idiomas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-en,pregnancy-due-date-calculator,/en/pregnancy-due-date-calculator,salud,medium,low,false,false,false,true,false,sintomas,"Señales clínicas: sintomas; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
