prioridad,winnability,categoria,slug,keyword_ganable,intent,keywords_alt,razon
4,MARGINAL,finanzas,emergency-fund-target-calculator,emergency fund target calculator by job stability,"Calcular fondo de emergencia personalizado (empleo, dependientes)",personalized emergency fund calculator with dependents | emergency fund goal calculator income stability,Variante personalizada del emergency fund; casi duplica al 291. El angulo 'job type + dependents' es diferenciador pero compite con DR90. Marginal + riesgo canibalizacion con 291. currentTarget 'american emergency fund' 
4,MARGINAL,finanzas,foreigner-residency-id-cost-argentina,argentina residency and dni cost for foreigners calculator,Estimate Argentina residency + ID (DNI) costs for expats,cost of temporary residency in argentina calculator | argentina permanent residency fees estimator,"Real expat-in-Argentina EN audience exists (small), SERP is expat blogs not DR80 aggregators. Niche but addressable in EN unlike the AR-tax calcs."
4,MARGINAL,finanzas,ira-401k-argentina-equivalent,retirement savings options for expats in argentina,Retirement-saving equivalents for someone in Argentina,ira 401k equivalent for argentina residents | tax-deferred retirement account argentina alternative,Narrow expat niche; 'roth ira vs 401k' (current k) is a US head term this page does NOT serve. The AR-equivalent angle has tiny but uncontested EN demand.
4,MARGINAL,finanzas,leasing-vs-auto-loan-comparison,lease vs buy a car calculator monthly payment,Compare leasing vs financing a car,is it cheaper to lease or finance a car calculator | car lease vs loan cost comparison,"'Lease vs buy car' is served by edmunds, nerdwallet, bankrate, calculator.net. Competitive; only marginally winnable with a precise total-cost comparison angle."
4,MARGINAL,finanzas,overtime-pay-calculator,time and a half overtime pay calculator,Compute overtime (time-and-a-half) pay,how to calculate overtime pay hourly | overtime pay calculator 1.5x hourly rate,"Competitive (calculator.net, clockify, adp) but the 'time and a half' specific phrasing plus a worked table is marginally winnable at low volume."
4,MARGINAL,finanzas,price-to-book-ratio,price to book ratio calculator vs sector average,Compute P/B ratio and compare to sector,p/b ratio calculator undervalued stocks | how to calculate price to book value,"Simple ratio, competitive with investopedia/wisesheets, but the 'vs sector average / find undervalued' angle adds thin info-gain. Marginal. k='mlcc price book' is nonsense mismatch."
4,MARGINAL,finanzas,staking-ethereum-yield-apy,ethereum staking rewards calculator apy,Calcular recompensas y APY de staking de ETH,eth staking yield calculator | calculate eth staking rewards annual,"Cripto de nicho pero compiten stakingrewards.com, exchanges y coindesk; requiere precio real-time; ganable con esfuerzo pero apretado"
4,MARGINAL,finanzas,usd-broker-investment-calculator,compare brokerage expense ratios schwab fidelity vanguard,"Comparar retornos USD por broker (Schwab, Fidelity, IBKR, etc.)",us broker fees comparison calculator | brokerage returns after fees calculator,"Comparativas de brokers las dominan nerdwallet, bankrate, investopedia; angulo calc de fees deja poco; ganable dificil"
4,MARGINAL,idiomas,language-variants-by-region,regional variants of spanish english portuguese comparison,Ver variantes regionales de un idioma y sus diferencias,spanish dialects by region comparison | differences between spanish variants by country,Informacional; wikipedia y blogs de idiomas cubren esto; herramienta interactiva ayuda pero demanda difusa
4,MARGINAL,idiomas,optimal-age-language-learning,best age to learn a language,Cuál es la mejor edad para aprender un idioma,is there an optimal age to learn a new language | age advantages disadvantages language learning,Informacional cubierto por blogs/academic; calc es formato débil para este query; demanda difusa
4,MARGINAL,jardineria,mulching-espesor-cantidad,how much mulch do i need calculator m3,Cuánto mulch/acolchado en volumen y peso por área y profundidad,mulch volume and weight calculator by depth | mulch calculator per square meter,"'Mulch calculator' es competido (lowes, home depot, mulch calculators dedicados) pero la versión métrica (m³/kg por m² en cm) tiene menos competencia US. Ganable con esfuerzo en mercado métrico."
4,MARGINAL,jardineria,usda-hardiness-zone,usda hardiness zone by minimum temperature calculator,Encontrar la zona USDA a partir de la temperatura mínima invernal,find usda zone from winter low temp | convert temperature to usda hardiness zone,'usda hardiness zone' (1893 vol) tiene competidores fuertes: planthardiness.ars.usda.gov (mapa oficial por zip) y almanac/gardeningknowhow. El ángulo por-temperatura (no por-zip) es un sub-nicho ganable pero la cabeza la
4,MARGINAL,mascotas,cat-age-to-human-years,cat age to human years calculator aafp 2021 formula,Convertir edad del gato a años humanos con fórmula oficial,convert cat age to human years by life stage | cat years to human years chart,"'cat years to human years' (2809) es competido (omnicalculator, purina, many pet sites) pero no está tomado por calculator.net y hay hueco por el ángulo 'fórmula AAFP/AAHA 2021 oficial'. Marginal — necesita autoridad par"
4,MARGINAL,mascotas,fish-tank-water-calculator,how many liters per fish tank stocking calculator by species,Cuántos litros de acuario por pez según especie,minimum tank size per fish by species | liters per fish aquarium stocking calculator,"El ángulo 'volumen de tanque' está saturado (omnicalculator, gigacalculator, aquariumstockingcalculator con 800+ especies, calculator.academy). El sub-ángulo 'litros por pez por especie/stocking' tiene menos dominio de g"
4,MARGINAL,matematica,2x2-matrix-determinant-inverse,2x2 matrix determinant and inverse calculator,Calcular determinante e inversa de una matriz 2×2,inverse of a 2x2 matrix calculator ad-bc | determinant of 2x2 matrix calculator,"Competido por symbolab, mathisfun, calculator.net (matrix calculator). El acotado a 2×2 da algo de gap pero los agregadores rankean bien. Marginal. El k 'inverse of 2x2 matrix' sí matchea el intent (raro en este lote)."
4,MARGINAL,matematica,base-conversion-decimal-binary-hex,binary decimal hexadecimal converter with steps,"Convertir entre binario, decimal y hexadecimal",convert decimal to binary and hex calculator | number base converter binary hex decimal,"Competido por rapidtables, calculator.net, binaryhexconverter. El ángulo 'con pasos/explicación' o tabla da algo de gap educativo pero los agregadores dominan la cabeza. Marginal."
4,MARGINAL,matematica,distance-two-points-cartesian-plane,distance between two points on a coordinate plane calculator,Euclidean distance between two Cartesian points,euclidean distance formula calculator with steps | distance between two coordinates x1 y1 x2 y2,"'distance between two points' (46k) es head math (calculator.net/omni), pero el keyword actual ('distance between two locations') es mismatch de intención (geo vs cartesiano). El ángulo 'coordinate plane con pasos' es ma"
4,MARGINAL,matematica,factorial-combinations-permutations,factorial combinations and permutations calculator in one,"Compute factorial, C(n,r) and P(n,r) together","n! C(n,r) P(n,r) calculator | factorial permutation combination all-in-one",El multi-tool (los 3 juntos) es más específico que cada head suelto; gap modesto vs calculators separados. Keyword actual vacío.
4,MARGINAL,matematica,percentile-data,percentile rank calculator for a dataset,Find percentile rank/quartile of a value within a dataset,find percentile of a value in data set | quartile Q1 Q2 Q3 percentile calculator,'percentile calculator' head lo tienen calculator.net/omni; el 'percentile rank of a value en un dataset' con quartiles es un long-tail más específico y marginalmente ganable. Keyword actual vacío.
4,MARGINAL,matematica,polynomial-derivative-calculator,polynomial derivative calculator using power rule,Differentiate a polynomial via power rule,derivative of a polynomial step by step | differentiate polynomial from coefficients,'derivative calculator' head es symbolab/wolfram — inganable. Pero 'polynomial derivative con power rule por coeficientes' es un nicho educativo estrecho donde symbolab no está tan optimizado. Marginal.
4,MARGINAL,matematica,polynomial-integral-calculator,polynomial integral calculator power rule,Indefinite integral of a polynomial via power rule,indefinite integral of a polynomial step by step | integrate polynomial from coefficients,"Igual que la derivada: integral genérica es wolfram/symbolab, pero polynomial-específico con power rule por coeficientes es más estrecho. Marginal. Keyword actual vacío."
4,MARGINAL,matematica,ratio-simplifier-calculator,simplify a ratio to lowest terms calculator,Simplify A:B or A:B:C to lowest terms,ratio simplifier a:b:c calculator | reduce ratio using gcd calculator,'ratio calculator' head lo tienen calculator.net/omni; 'simplify ratio to lowest terms' con soporte A:B:C es un long-tail algo más estrecho. Marginal. Keyword actual vacío.
4,MARGINAL,matematica,sine-cosine-tangent-angle-calculator,sin cos tan calculator for any angle in degrees or radians,Compute sin/cos/tan of an angle in deg/rad,trig values sin cos tan table | sine cosine tangent of an angle calculator,'sine cosine tangent' (883) tail; calculator.net/omni presentes pero el ángulo deg-y-rad con tabla de valores exactos es marginalmente diferenciable.
4,MARGINAL,matematica,square-feet-to-square-meters-real-estate,square feet to square meters converter for real estate,Convert property area sqft to sqm,ft2 to m2 property size converter | sqft to sqm exact calculator,"'sq ft to sq m' plano es head (rapidtables), pero keyword actual ('square feet to acres') es mismatch. El ángulo real-estate/property size es un long-tail con gap modesto."
4,MARGINAL,matematica,time-card-hours-worked-calculator,weekly time card calculator with overtime and gross pay,Weekly timesheet: regular vs OT hours + gross pay,hours worked calculator clock in clock out overtime | time card calculator with lunch break deduction,"'time card calculator' (66k) es head grande dominado por calculatehours/redcort/clockify. Muy difícil, pero el ángulo overtime+gross-pay+lunch-break tiene demanda real; marginal solo por autoridad de incumbentes."
4,MARGINAL,salud,adult-sleep-hours-by-age,how many hours of sleep by age adult chart,Cuántas horas de sueño necesita un adulto según su edad,recommended sleep hours for adults by age | sleep needs by age calculator,'1 hour adult sleep stories' (k) es nonsense total. La info compite con sleepfoundation.org/CDC (featured snippet) pero la variante calc por edad es marginalmente pescable.
4,MARGINAL,salud,baby-sleep-hours-by-age,baby sleep hours by age chart with wake windows,Horas de sueño recomendadas para bebé según edad + wake windows,how much should my baby sleep by age | newborn to toddler sleep schedule calculator,'baby sleep music' (k) es mismatch total. La info compite con huckleberry/babycenter/AAP snippet; la variante calc por edad es marginal.
4,MARGINAL,salud,blood-oxygen-saturation-spo2,normal spo2 pulse oximeter reading interpreter,"Interpretar lectura de oxímetro: SpO2 normal, borderline o peligroso",is my oxygen saturation normal calculator | what spo2 level is dangerous,'oxygen saturation' (k) es genérico; la SERP la lidera Healthline/Cleveland/Mayo (YMYL fuerte). Marginal: sólo la variante interpretativa muy específica tiene chance.
